"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC102725079",4.5558902097422,1.53547592492821,0.421562645842843,3.64234340985855,0.000270167324583246,0.0181530694904959
"HECTD2-AS1",5.87590786070961,-1.64146579531751,0.451052227769049,-3.63919230248872,0.000273494513047746,0.0183199117798618
"THRSP",14.2616837319014,1.39219766073667,0.382779632194246,3.63707351082405,0.000275753251947467,0.0184143779292796
"LINC01107",20.9610354673226,-1.63423902432355,0.450197973728481,-3.63004526828274,0.000283371518088692,0.0186930457661972
"KRT81",6.20614789849361,-1.5770753190807,0.436224808127942,-3.61528113416729,0.000300021856982702,0.0192644211896319
"LOC101926975",6.83230160084922,-1.23302535022965,0.341427318258205,-3.61138457379433,0.00030456663372563,0.0193685955905073
"SDS",107.87300516138,-1.16325607094072,0.322530105399335,-3.60665888692917,0.000310164968037633,0.0193990543122017
"LRIT1",2.04649333487209,2.57833343766238,0.714701804489656,3.60756531110688,0.000309083750673986,0.0193990543122017
"FAM3D",1.61725956927307,-2.92279175341644,0.810371880523688,-3.60672898907553,0.000310081221338239,0.0193990543122017
"NRN1",810.277323004758,-1.19073999507024,0.331378014834865,-3.59329811201753,0.000326518656253753,0.0196604537547888
"LOC101929719",7.49326997617406,-1.96029102783109,0.545087537030363,-3.59628664142783,0.000322792103253842,0.0196604537547888
"HIGD1C",4.72118266483945,1.45823350319691,0.406109664826805,3.59073824017166,0.000329742669987702,0.0196604537547888
"C20orf173",14.460203993193,1.18793841830205,0.331280070255169,3.58590366570205,0.00033591295466688,0.0199189039757795
"VTRNA1-1",16.7715225872844,1.45828138195163,0.407834759842236,3.57566722001758,0.000349335795628272,0.020433802075298
"RFX6",1.68320455815021,-2.67763537564618,0.749093769804322,-3.57449959348297,0.000350898357966788,0.020433802075298
"SAA2",1.94819510200167,-2.85929887946516,0.800285741330075,-3.57284746159916,0.00035312047537563,0.0204913734681211
"TNFRSF6B",5.64515292026451,1.30877882384186,0.366751778632802,3.56856844354184,0.000358937092290842,0.0206537599257718
"SNORA55",7.95650837474336,1.10126893284862,0.308820204311565,3.56605208297047,0.000362399379461812,0.0207523845183634
"FOXO4",1406.35685919195,1.09645925548705,0.308239072861578,3.55717153347214,0.000374869387726186,0.0212422723807348
"LOC284933",54.8045303537133,1.54002370952534,0.434102136792324,3.54760683949846,0.000388748047034204,0.0216889430971294
"CD244",6.99755181872587,-1.41314738213709,0.398267958793175,-3.54823266832509,0.00038782546737912,0.0216889430971294
"LRRC46",37.0751048427918,1.12872549637581,0.318505843267536,3.54381409394649,0.000394383230370551,0.021946921150595
"SLC25A30-AS1",4.58875401927142,1.35736316168608,0.383993403353292,3.53486062477288,0.000407990293839552,0.0223526727669239
"C2orf48",3.23434870069963,-2.18858825261247,0.619584809802695,-3.53234652945966,0.000411889226557901,0.0223688603167204
"PCDHGC5",680.045088759631,-1.00817296840825,0.28549362923121,-3.53133262946393,0.000413471437638759,0.0223779815737506
"INHBA-AS1",35.7779383792263,-1.22493808362627,0.346950713835152,-3.53058239911356,0.000414645839220402,0.0223857180313443
"EPS8L3",13.1070695242612,1.4544388835577,0.413507312475787,3.51732324840777,0.00043592256409892,0.0230190447898756
"CITED1",42.1851356226234,-1.16157981106796,0.33021579563723,-3.51763854550451,0.000435404994813117,0.0230190447898756
"GMNC",5.08354606367274,1.57166072962839,0.44709326161731,3.51528610371601,0.000439280464071711,0.0230840288420057
"CHRNB4",2.60783659134938,-2.87770970228682,0.818533109199809,-3.51569126519518,0.000438610704124528,0.0230840288420057
